TIME,VALUE
1702912015950,298
1702912015970,306
1702912015990,290
1702912016010,289
1702912016030,288
1702912016050,285
1702912016070,270
1702912016090,297
1702912016110,221
1702912016130,225
1702912016150,197
1702912016170,224
1702912016190,181
1702912016210,181
1702912016230,179
1702912016250,157
1702912016270,148
1702912016290,90
1702912016310,110
1702912016330,126
1702912016350,59
1702912016370,18
1702912016390,85
1702912016410,60
1702912016430,99
1702912016450,43
1702912016470,57
1702912016490,37
1702912016510,10
1702912016530,35
1702912016550,0
1702912016570,6
1702912016590,0
1702912016610,0
1702912016630,0
1702912016650,0
1702912016670,0
1702912016690,0
1702912016710,0
1702912016730,0
1702912016750,0
1702912016770,0
1702912016790,0
1702912016810,0
1702912016830,0
1702912016850,0
1702912016870,0
1702912016890,0
1702912016910,0
1702912016930,0
1702912016950,0
1702912016970,0
1702912016990,0
1702912017010,0
1702912017030,0
1702912017050,0
1702912017070,0
1702912017090,0
1702912017110,0
1702912017130,0
1702912017150,0
1702912017170,0
1702912017190,0
1702912017210,0
1702912017230,0
1702912017250,0
1702912017270,0
1702912017290,0
1702912017310,0
1702912017330,0
1702912017350,0
1702912017370,0
1702912017390,0
1702912017410,0
1702912017430,0
1702912017450,0
1702912017470,0
1702912017490,0
1702912017510,0
1702912017530,0
1702912017550,0
1702912017570,0
1702912017590,0
1702912017610,0
1702912017630,0
1702912017650,0
1702912017670,0
1702912017690,0
1702912017710,0
1702912017730,0
1702912017750,0
1702912017770,0
1702912017790,0
1702912017810,0
1702912017830,0
1702912017850,0
1702912017870,0
1702912017890,0
1702912017910,0
1702912017930,0
1702912017950,0
1702912017970,0
1702912017990,0
1702912018010,0
1702912018030,0
1702912018050,0
1702912018070,0
1702912018090,0
1702912018110,0
1702912018130,0
1702912018150,0
1702912018170,0
1702912018190,0
1702912018210,0
1702912018230,0
1702912018250,0
1702912018270,0
1702912018290,0
1702912018310,0
1702912018330,0
1702912018350,0
1702912018370,0
1702912018390,0
1702912018410,0
1702912018430,0
1702912018450,0
1702912018470,0
1702912018490,0
1702912018510,0
1702912018530,0
1702912018550,0
1702912018570,0
1702912018590,0
1702912018610,0
1702912018630,0
1702912018650,0
1702912018670,0
1702912018690,0
1702912018710,0
1702912018730,0
1702912018750,0
1702912018770,0
1702912018790,0
1702912018810,0
1702912018830,0
1702912018850,0
1702912018870,0
1702912018890,0
1702912018910,0
1702912018930,0
1702912018950,0
1702912018970,0
1702912018990,0
1702912019010,0
1702912019030,0
1702912019050,0
1702912019070,0
1702912019090,0
1702912019110,0
1702912019130,0
1702912019150,0
1702912019170,0
1702912019190,0
1702912019210,0
1702912019230,0
1702912019250,0
1702912019270,0
1702912019290,0
1702912019310,0
1702912019330,0
1702912019350,0
1702912019370,0
1702912019390,0
1702912019410,0
1702912019430,0
1702912019450,0
1702912019470,0
1702912019490,0
1702912019510,0
1702912019530,0
1702912019550,0
1702912019570,0
1702912019590,0
1702912019610,0
1702912019630,0
1702912019650,0
1702912019670,0
1702912019690,0
1702912019710,0
1702912019730,0
1702912019750,0
1702912019770,0
1702912019790,0
1702912019810,0
1702912019830,0
1702912019850,0
1702912019870,0
1702912019890,0
1702912019910,0
1702912019930,0
1702912019950,0
1702912019970,0
1702912019990,0
1702912020010,0
1702912020030,0
1702912020050,0
1702912020070,0
1702912020090,0
1702912020110,0
1702912020130,0
1702912020150,0
1702912020170,0
1702912020190,0
1702912020210,0
1702912020230,0
1702912020250,0
1702912020270,0
1702912020290,0
1702912020310,0
1702912020330,0
1702912020350,0
1702912020370,0
1702912020390,0
1702912020410,0
1702912020430,0
1702912020450,0
1702912020470,0
1702912020490,0
1702912020510,0
1702912020530,0
1702912020550,0
1702912020570,0
1702912020590,0
1702912020610,0
1702912020630,0
1702912020650,0
1702912020670,0
1702912020690,0
1702912020710,0
1702912020730,0
1702912020750,0
1702912020770,0
1702912020790,0
1702912020810,0
1702912020830,0
1702912020850,0
1702912020870,0
1702912020890,0
1702912020910,0
1702912020930,0
1702912020950,0
1702912020970,0
1702912020990,0
1702912021010,0
1702912021030,0
1702912021050,0
1702912021070,0
1702912021090,0
1702912021110,0
1702912021130,0
1702912021150,0
1702912021170,0
1702912021190,0
1702912021210,0
1702912021230,0
1702912021250,0
1702912021270,0
1702912021290,0
1702912021310,0
1702912021330,0
1702912021350,0
1702912021370,0
1702912021390,0
1702912021410,0
1702912021430,0
1702912021450,0
1702912021470,0
1702912021490,0
1702912021510,0
1702912021530,0
1702912021550,139
1702912021570,0
1702912021590,0
1702912021610,0
1702912021630,0
1702912021650,0
1702912021670,37
1702912021690,0
1702912021710,0
1702912021730,42
1702912021750,34
1702912021770,20
1702912021790,95
1702912021810,54
1702912021830,67
1702912021850,39
1702912021870,274
1702912021890,66
1702912021910,111
1702912021930,141
1702912021950,117
1702912021970,146
1702912021990,154
1702912022010,126
1702912022030,136
1702912022050,285
1702912022070,209
1702912022090,211
1702912022110,195
1702912022130,211
1702912022150,301
1702912022170,245
1702912022190,259
1702912022210,272
1702912022230,246
1702912022250,298
1702912022270,300
1702912022290,295
1702912022310,304
1702912022330,300
1702912022350,302
1702912022370,300
1702912022390,301
1702912022410,303
1702912022430,300
1702912022450,304
1702912022470,304
1702912022490,309
1702912022510,294
1702912022530,304
1702912022550,16
1702912022570,304
1702912022590,296
1702912022610,304
1702912022630,292
1702912022650,276
1702912022670,286
1702912022690,283
1702912022710,287
1702912022730,275
1702912022750,229
1702912022770,241
1702912022790,239
1702912022810,219
1702912022830,242
1702912022850,33
1702912022870,189
1702912022890,185
1702912022910,173
1702912022930,183
1702912022950,176
1702912022970,111
1702912022990,114
