TIME,VALUE
1702912773780,0
1702912773800,0
1702912773820,0
1702912773840,0
1702912773860,0
1702912773880,0
1702912773900,0
1702912773920,0
1702912773940,0
1702912773960,0
1702912773980,0
1702912774000,0
1702912774020,0
1702912774040,0
1702912774060,0
1702912774080,0
1702912774100,0
1702912774120,0
1702912774140,0
1702912774160,0
1702912774180,0
1702912774200,0
1702912774220,0
1702912774240,0
1702912774260,0
1702912774280,0
1702912774300,0
1702912774320,0
1702912774340,0
1702912774360,0
1702912774380,0
1702912774400,0
1702912774420,0
1702912774440,0
1702912774460,0
1702912774480,0
1702912774500,0
1702912774520,0
1702912774540,0
1702912774560,0
1702912774580,0
1702912774600,0
1702912774620,0
1702912774640,0
1702912774660,0
1702912774680,0
1702912774700,0
1702912774720,0
1702912774740,0
1702912774760,0
1702912774780,0
1702912774800,0
1702912774820,0
1702912774840,0
1702912774860,0
1702912774880,0
1702912774900,0
1702912774920,0
1702912774940,0
1702912774960,0
1702912774980,0
1702912775000,0
1702912775020,0
1702912775040,0
1702912775060,0
1702912775080,0
1702912775100,0
1702912775120,0
1702912775140,0
1702912775160,0
1702912775180,0
1702912775200,0
1702912775220,0
1702912775240,0
1702912775260,0
1702912775280,0
1702912775300,0
1702912775320,0
1702912775340,0
1702912775360,0
1702912775380,0
1702912775400,0
1702912775420,0
1702912775440,0
1702912775460,0
1702912775480,0
1702912775500,0
1702912775520,0
1702912775540,0
1702912775560,0
1702912775580,0
1702912775600,0
1702912775620,0
1702912775640,0
1702912775660,0
1702912775680,0
1702912775700,0
1702912775720,0
1702912775740,0
1702912775760,6
1702912775780,511
1702912775800,283
1702912775820,16
1702912775840,245
1702912775860,176
1702912775880,210
1702912775900,304
1702912775920,231
1702912775940,551
1702912775960,346
1702912775980,403
1702912776000,429
1702912776020,566
1702912776040,534
1702912776060,603
1702912776080,625
1702912776100,1864
1702912776120,782
1702912776140,1103
1702912776160,1013
1702912776180,951
1702912776200,1104
1702912776220,1524
1702912776240,1756
1702912776260,1199
1702912776280,1350
1702912776300,2278
1702912776320,2678
1702912776340,2275
1702912776360,2039
1702912776380,2531
1702912776400,2721
1702912776420,3126
1702912776440,2928
1702912776460,3226
1702912776480,3509
1702912776500,3376
1702912776520,4095
1702912776540,3658
1702912776560,3810
1702912776580,3835
1702912776600,3808
1702912776620,4095
1702912776640,4095
1702912776660,4095
1702912776680,4095
1702912776700,4095
1702912776720,4095
1702912776740,4095
1702912776760,4095
1702912776780,4095
1702912776800,4095
1702912776820,4095
1702912776840,4095
1702912776860,4095
1702912776880,4095
1702912776900,4095
1702912776920,2608
1702912776940,4095
1702912776960,3888
1702912776980,3795
1702912777000,3637
1702912777020,3676
1702912777040,3326
1702912777060,3317
1702912777080,3105
1702912777100,3125
1702912777120,2624
1702912777140,2782
1702912777160,2858
1702912777180,2928
1702912777200,2646
1702912777220,2643
1702912777240,2466
1702912777260,2526
1702912777280,2613
1702912777300,2540
1702912777320,2283
1702912777340,2194
1702912777360,2287
1702912777380,2249
1702912777400,2175
1702912777420,2096
1702912777440,1955
1702912777460,1913
1702912777480,1853
1702912777500,1824
1702912777520,1819
1702912777540,1581
1702912777560,771
1702912777580,1617
1702912777600,1309
1702912777620,722
1702912777640,747
1702912777660,278
1702912777680,876
1702912777700,486
1702912777720,582
1702912777740,0
1702912777760,0
1702912777780,0
1702912777800,0
1702912777820,0
1702912777840,0
1702912777860,0
1702912777880,0
1702912777900,0
1702912777920,0
1702912777940,0
1702912777960,0
1702912777980,0
1702912778000,0
1702912778020,0
1702912778040,0
1702912778060,0
1702912778080,0
1702912778100,0
1702912778120,0
1702912778140,0
1702912778160,0
1702912778180,0
1702912778200,0
1702912778220,0
1702912778240,0
1702912778260,0
1702912778280,0
1702912778300,0
1702912778320,0
1702912778340,0
1702912778360,0
1702912778380,0
1702912778400,0
1702912778420,0
1702912778440,0
1702912778460,0
1702912778480,0
1702912778500,0
1702912778520,0
1702912778540,0
1702912778560,0
1702912778580,0
1702912778600,0
1702912778620,0
