TIME,VALUE
1702912774762,2192
1702912774782,2175
1702912774802,2193
1702912774822,2176
1702912774842,2178
1702912774862,2177
1702912774882,2190
1702912774902,2175
1702912774922,2178
1702912774942,2180
1702912774962,2179
1702912774982,2179
1702912775002,2178
1702912775022,2176
1702912775042,2192
1702912775062,2175
1702912775082,2189
1702912775102,2178
1702912775122,2179
1702912775142,2181
1702912775162,2179
1702912775182,2176
1702912775202,2176
1702912775222,2159
1702912775242,2177
1702912775262,2179
1702912775282,2183
1702912775302,2177
1702912775322,2176
1702912775342,2179
1702912775362,2160
1702912775382,2179
1702912775402,2177
1702912775422,2173
1702912775442,2177
1702912775462,2189
1702912775482,2179
1702912775502,2176
1702912775522,2179
1702912775542,2173
1702912775562,2189
1702912775582,2188
1702912775602,2184
1702912775622,2186
1702912775642,2206
1702912775662,2187
1702912775682,2186
1702912775702,2189
1702912775722,2182
1702912775742,2179
1702912775762,2178
1702912775782,2174
1702912775802,2177
1702912775822,2189
1702912775842,2177
1702912775862,2180
1702912775882,2178
1702912775902,2177
1702912775922,2173
1702912775942,2176
1702912775962,2177
1702912775982,2177
1702912776002,2177
1702912776022,2173
1702912776042,2179
1702912776062,2176
1702912776082,2176
1702912776102,2178
1702912776122,2192
1702912776142,2178
1702912776162,2177
1702912776182,2179
1702912776202,2180
1702912776222,2183
1702912776242,2175
1702912776262,2185
1702912776282,2185
1702912776302,2195
1702912776322,2192
1702912776342,2194
1702912776362,2178
1702912776382,2178
1702912776402,2179
1702912776422,2177
1702912776442,2192
1702912776462,2180
1702912776482,2179
1702912776502,2178
1702912776522,2177
1702912776542,2179
1702912776562,2171
1702912776582,2175
1702912776602,2181
1702912776622,2183
1702912776642,2193
1702912776662,2178
1702912776682,2177
1702912776702,2177
1702912776722,2182
1702912776742,2181
1702912776762,2177
1702912776782,2173
1702912776802,2178
1702912776822,2179
1702912776842,2178
1702912776862,2178
1702912776882,2180
1702912776902,2176
1702912776922,2180
1702912776942,2175
1702912776962,2182
1702912776982,2178
1702912777002,2177
1702912777022,2176
1702912777042,2158
1702912777062,2179
1702912777082,2180
1702912777102,2175
1702912777122,2180
1702912777142,2182
1702912777162,2178
1702912777182,2177
1702912777202,2175
1702912777222,2176
1702912777242,2182
1702912777262,2169
1702912777282,2175
1702912777302,2176
1702912777322,2189
